OrigProj,Amount,projecttitle,Forum,Sponsor,AwardYear,Color,subforum,Improvement Type,ProjNo
MOU-14,5628,Modify Citywide Traffic and Pedestrian Signals,FHWA Countywide,Mountlake Terrace,2005,STP(N),Snohomish Countywide Forum,Safety & Efficiency,MOU-14
MOU-19,2080280,"Lakeview Trail, Mountlake Terrace Transit Center to Interurban Trail",FHWA Countywide,Mountlake Terrace,2012,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,MOU-19
MOU-2,104000,Pedestrian Bridge Across 220th Street SW,FHWA Countywide,Mountlake Terrace,1993,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,MOU-2
MOU-20,446270,228th Street SW and Cedar Way Overlay and Rechannelization Project (39th to 232nd),FHWA Countywide,Mountlake Terrace,2011,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MOU-20
MOU-23,643461,Main Street Reconstruction,FHWA Countywide,Mountlake Terrace,2012,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MOU-23
MOU-23,1001033,Main Street Reconstruction,FHWA Countywide,Mountlake Terrace,2014,STP(UL),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MOU-23
MOU-24,194313,236th Street SW Pedestrian Accessibility Improvements (48th Ave W to 56th Ave W),FHWA Countywide,Mountlake Terrace,2012,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,MOU-24
MOU-25,244000,236th Street SW/Cedar Way Chip Seal & Rechannelization,FHWA Countywide,Mountlake Terrace,2012,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MOU-25
MOU-3,95000,Travel Lane Convers. to Cycle Lane & Bus Pull Out,FHWA Countywide,Mountlake Terrace,1993,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,MOU-3
MOU-9,450000,Pedestrian Bridge or Underpass Across 220th Street SW,FHWA RPEC,Mountlake Terrace,1995,CMAQ,RPEC,Bicycle/Pedestrian,MOU-9
MSTPUL1125(001),326000,Talbot Rd South (S 43rd St to South City Limits near S 200th St) (17REN-07),FHWA Countywide,Renton,1992,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",MSTPUL1125(001)
MSTPUL2576(001),22000,164th St SW/Cascadian Way Realign,FHWA Countywide,Snohomish County,1992,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MSTPUL2576(001)
MUC-2,368000,SR-164 Corridor Study,FHWA Countywide,Muckleshoot Indian Tribe,1997,STP(U),King Countywide Forum,"Studies, TDM, Other",MUC-2
MUK-1,290000,5th Street/Mukilteo Blvd - SR 525 to 3350 ft. east of SR 525,FHWA Countywide,Mukilteo,1997,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MUK-1
MUK-4,195000,SR 526 Pedestrian and Bike Access Design (44th Ave W/84th St. SW - Airport Rd/29th Ave),FHWA Countywide,Mukilteo,2012,CMAQ,Snohomish Countywide Forum,Bicycle/Pedestrian,MUK-4
MUK-5,646000,5th Street & Harbour Point Blvd Pavement Preservation ,FHWA Countywide,Mukilteo,2014,STP(UL),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",MUK-5
MV-3,1250000,Witte Road & SE 248th Street Intersection Improvements  ,FHWA Countywide,Maple Valley,2009,STP(U),King Countywide Forum,Safety & Efficiency,MV-3
MV-5,500000,SR-169 / SE 271st Place Intersection Improvements,FHWA Countywide,Maple Valley,2012,STP(U),King Countywide Forum,Safety & Efficiency,MV-5
MV-6,125793,Citywide Preservation,FHWA Countywide,Maple Valley,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",MV-6
NB-2,180000,Tanner Trail Improvements,FHWA Countywide,North Bend,1997,STP(R),King Countywide Forum,Bicycle/Pedestrian,NB-2
NB-3,129975,Cedar Falls Way Intersection Roundabout Improvement,FHWA Countywide,North Bend,2008,STP(R),King Countywide Forum,Safety & Efficiency,NB-3
NB-3,157767,Cedar Falls Way Intersection Roundabout Improvement,FHWA Countywide,North Bend,2006,STP(R),King Countywide Forum,Safety & Efficiency,NB-3
NB-3,305334,Cedar Falls Way Intersection Roundabout Improvement,FHWA Countywide,North Bend,1999,STP(R),King Countywide Forum,Safety & Efficiency,NB-3
NB-4,9046,Tanner Trail Phase 2,FHWA Countywide,North Bend,2002,STP(R),King Countywide Forum,Bicycle/Pedestrian,NB-4
NB-5,350000,North Bend Park and Ride,FHWA Countywide,North Bend,2009,STP(R),King Countywide Forum,Transit Capital & Expansion,NB-5
NB-6,200000,E North Bend Way/Downing Ave/E Park St Roundabout,FHWA Countywide,North Bend,2012,STP(U),King Countywide Forum,Safety & Efficiency,NB-6
NB-7,350000,Downtown Plaza,FHWA Countywide,North Bend,2012,STP(U),King Countywide Forum,Safety & Efficiency,NB-7
NB-8,150000,W North Bend Way (Bendigo Blvd/SR202 to Bridge over South Fork Snoqualmie River) Overlay,FHWA Countywide,North Bend,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",NB-8
NC-4,50000,SE 69th Way Widening - Phase I/116th Ave SE Channelization,FHWA Countywide,Newcastle,1997,STP(U),King Countywide Forum,Safety & Efficiency,NC-4
NC-5,48151,"Coal Creek Parkway: Phases 1, 2 & 3",FHWA Countywide,Newcastle,2002,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,NC-5
NC-5,95129,"Coal Creek Parkway: Phases 1, 2 & 3",FHWA Countywide,Newcastle,1999,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,NC-5
NC-5,600000,"Coal Creek Parkway: Phases 1, 2 & 3",FHWA Countywide,Newcastle,2006,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,NC-5
NC-5,638672,"Coal Creek Parkway: Phases 1, 2 & 3",FHWA Countywide,Newcastle,2004,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,NC-5
NC-6,358975,Traffic Signal - Newcastle Way & 129th Ave. SE,FHWA Countywide,Newcastle,2009,STP(U),King Countywide Forum,Safety & Efficiency,NC-6
NP-1,58500,"1st Avenue South Pedestrian/Bike Enhancement, Phase 1 Construction",FHWA Countywide,Normandy Park,1997,CMAQ,King Countywide Forum,Bicycle/Pedestrian,NP-1
NP-1,80000,"1st Avenue South Pedestrian/Bike Enhancement, Phase 1 Construction",FHWA Countywide,Normandy Park,1995,STP(U),King Countywide Forum,Bicycle/Pedestrian,NP-1
NP-1,86672,"1st Avenue South Pedestrian/Bike Enhancement, Phase 1 Construction",FHWA Countywide,Normandy Park,1999,STP(U),King Countywide Forum,Bicycle/Pedestrian,NP-1
NP-2,44010,1st Avenue (Phase IIA),FHWA Countywide,Normandy Park,2002,STP(U),King Countywide Forum,Safety & Efficiency,NP-2
NP-2,79332,1st Avenue (Phase IIA),FHWA Countywide,Normandy Park,2004,STP(U),King Countywide Forum,Safety & Efficiency,NP-2
NP-3,692000,"First Avenue (SR-509) Phase III PS&E, SW 174th Street to SW 192nd Street",FHWA Countywide,Normandy Park,2009,STP(U),King Countywide Forum,Safety & Efficiency,NP-3
ORT-2,64875,Calistoga St West Corridor Study,FHWA Countywide,Orting,2006,STP(U),Pierce Countywide Forum,"Studies, TDM, Other",ORT-2
PAC-3,36969,Skinner Road - 3rd Avenue (Non-Motorized Improvements),FHWA Countywide,Pacific,2002,STP(U),King Countywide Forum,Bicycle/Pedestrian,PAC-3
PAC-4,250000,Stewart Road ,FHWA Countywide,Pacific,2006,STP(U),Pierce Countywide Forum,Safety & Efficiency,PAC-4
PAC-5,69810,Citywide Preservation,FHWA Countywide,Pacific,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",PAC-5
PB-12,650000,"Road Preservation Project - Bond Rd, 7th & 8th Ave",FHWA Countywide,Poulsbo,2012,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",PB-12
PB-13,2100000,Lincoln Road Improvements,FHWA Countywide,Poulsbo,2012,STP(U),Kitsap Countywide Forum,Safety & Efficiency,PB-13
PB-15,300000,Hostmark Road Preservation Project ,FHWA Countywide,Poulsbo,2014,STP(US),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",PB-15
PB-16,2200000,Noll Road Corridor Improvements ,FHWA Countywide,Poulsbo,2014,STP(US),Kitsap Countywide Forum,Safety & Efficiency,PB-16
PB-2,87000,Viking Avenue Improvements,FHWA Countywide,Poulsbo,1999,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,PB-2
PB-2,513000,Viking Avenue Improvements,FHWA Countywide,Poulsbo,1997,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,PB-2
PB-4,75000,Anderson Parkway Bulkhead & Bike/Ped. Path,FHWA Countywide,Poulsbo,2002,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,PB-4
PB-6,200000,"Viking Avenue Improvements, Phase II, Mc Donalds to SR 305 & Phase III, Bovela Ln to SCL",FHWA Countywide,Poulsbo,2006,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,PB-6
PB-7,100000,"Mesford Road Sidewalk, from Caldart Avenue to Megger Cir",FHWA Countywide,Poulsbo,2006,STP(U),Kitsap Countywide Forum,Bicycle/Pedestrian,PB-7
PB-8,219760,Noll Road/Lincoln Road Improvements,FHWA Countywide,Poulsbo,2009,STP(U),Kitsap Countywide Forum,Safety & Efficiency,PB-8
PCO-111,375000,Transportation Options,FHWA Countywide,Pierce County,2004,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",PCO-111
PCO-111,700000,Transportation Options,FHWA Countywide,Pierce County,2009,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",PCO-111
PCO-118,828461,288th Street Asphalt Overlay,FHWA Countywide,Pierce County,2006,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-118
PCO-119,760000,Canyon Road East - 99th Street East to 900' N/O 84th Street East,FHWA Countywide,Pierce County,2006,STP(U),Pierce Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,PCO-119
PCO-119,5553300,Canyon Road East - 99th Street East to 900' N/O 84th Street East,FHWA RPEC,Pierce County,2014,STP(UL),RPEC,General Purpose & High Occupancy Vehicle Capacity,PCO-119
PCO-12,67000,Alder Cutoff Road East Bridge #23164-B,FHWA Countywide,Pierce County,1993,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-12
PCO-13,86000,8th Avenue South Bridge #8183-A,FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-13
PCO-134,520164,Orville Rd East - Orting-Kapowsin HY E to BR #5175-C,FHWA Countywide,Pierce County,2009,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-134
PCO-14,118000,Milwaukee Avenue East Bridge #27204-A,FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-14
PCO-146,650000,Countywide and I-5 Corridor Transportation Demand Management Project,FHWA Countywide,Pierce County,2012,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",PCO-146
PCO-147,342000,52nd Street East (66th Avenue East to Pioneer Way East) ,FHWA Countywide,Pierce County,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-147
PCO-148,540000,8th Avenue South (336th Street South to 304th Street South) ,FHWA Countywide,Pierce County,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-148
PCO-151,1300000,Canyon Road East - 400 feet N/O 84 Street East to 72 Street East ,FHWA RPEC,Pierce County,2013,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,PCO-151
PCO-152,700219,Anderson Island Ferry Landing - Dolphins ,FHWA Countywide,Pierce County,2014,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-152
PCO-153,1074856,8th Avenue South - 304th Street South to 1050 feet s/o SR-507 ,FHWA Countywide,Pierce County,2014,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-153
PCO-154,237875,8th Avenue South - SR 702 to 336th Street South ,FHWA Countywide,Pierce County,2014,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-154
PCO-155,697284,Sales Rd S/108 St S - 180ft n/o 106 St S to Ainsworth Av S,FHWA Countywide,Pierce County,2014,STP(UL),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-155
PCO-2,314000,8th Street East,FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-2
PCO-2,319185,8th Street East,FHWA Countywide,Pierce County,1999,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-2
PCO-27,500000,Puyallup River Trail: 54th Avenue to 66th Avenue East (Pierce County Portion),FHWA Countywide,Pierce County,1995,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,PCO-27
PCO-3,203000,Pavement Management System (PMS),FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-3
PCO-4,138000,Bridgeport Way Sidewalks,FHWA Countywide,Pierce County,1994,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,PCO-4
PCO-4,642500,Bridgeport Way Sidewalks,FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,PCO-4
PCO-41,2500000,Cross Base Highway / SR-704 (tasks by Pierce County),FHWA RPEC,Pierce County,2002,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,PCO-41
PCO-45,490455,Peacock Hill Avenue Northwest,FHWA Countywide,Pierce County,1995,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-45
PCO-52,277406,Spanaway Loop Road South,FHWA Countywide,Pierce County,1995,STP(U),Pierce Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,PCO-52
PCO-6,80000,Pierce Co Nonmotorized Transportation Plan (Pcnmtp),FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,"Studies, TDM, Other",PCO-6
PCO-65,216245,Anderson Island Ferry Park & Ride,FHWA Countywide,Pierce County,1997,STP(R),Pierce Countywide Forum,Transit Capital & Expansion,PCO-65
PCO-66,15000,Countywide 3R Program (Urban Area),FHWA Countywide,Pierce County,1999,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-66
PCO-66,329836,Countywide 3R Program (Urban Area),FHWA Countywide,Pierce County,1999,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-66
PCO-66,459081,Countywide 3R Program (Urban Area),FHWA Countywide,Pierce County,1997,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-66
PCO-67,8614,Countywide 3R Program (Rural Area),FHWA Countywide,Pierce County,1999,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-67
PCO-67,237382,Countywide 3R Program (Rural Area),FHWA Countywide,Pierce County,2002,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-67
PCO-67,303919,Countywide 3R Program (Rural Area),FHWA Countywide,Pierce County,1997,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-67
PCO-67,511550,Countywide 3R Program (Rural Area),FHWA Countywide,Pierce County,1999,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-67
PCO-67,520164,Countywide 3R Program (Rural Area),FHWA Countywide,Pierce County,2004,STP(R),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-67
PCO-68,125000,Continuation of Countywide CTR Enhancement Programs,FHWA Countywide,Pierce County,1999,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",PCO-68
PCO-68,133550,Continuation of Countywide CTR Enhancement Programs,FHWA Countywide,Pierce County,2002,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",PCO-68
PCO-68,200000,Continuation of Countywide CTR Enhancement Programs,FHWA Countywide,Pierce County,1997,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",PCO-68
PCO-69,346000,Cushman Power Line Trail,FHWA Countywide,Pierce County,1997,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,PCO-69
PCO-7,34000,Fox Island Bridge #26211-A,FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",PCO-7
PCO-70,300000,Canyon Road Northerly Extension,FHWA Countywide,Pierce County,2002,STP(U),Pierce Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,PCO-70
